epoch,train_loss,val_loss
1.0,0.26903690430489213,0.1226513683795929
2.0,0.06919033487665129,0.043445199728012085
3.0,0.04344413857292998,0.03625491261482239
4.0,0.03826822782610799,0.034795455634593964
5.0,0.03639357128682045,0.03233793377876282
6.0,0.03525236284790131,0.032240770757198334
7.0,0.03465069605262725,0.030680321156978607
8.0,0.033667287072883204,0.03130635619163513
9.0,0.062217674944754484,0.057243093848228455
10.0,0.04600306104991462,0.033709581941366196
11.0,0.039719899369219505,0.04563223570585251
12.0,0.04229919973678969,0.03241559490561485
13.0,0.03480016662237736,0.03112431988120079
14.0,0.037135310767853,0.03148285299539566
15.0,0.040963840179636585,0.03533799201250076
16.0,0.04121986684481521,0.03288514167070389
17.0,0.0353369813023524,0.03137988969683647
18.0,0.034113478928722525,0.03115338459610939
19.0,0.03369907363430484,0.030542660504579544
20.0,0.03321261684522851,0.03021065890789032
21.0,0.033010264725557396,0.03013146109879017
22.0,0.03841391112655401,0.0327577143907547
23.0,0.0343964327699863,0.03060225583612919
24.0,0.03281197551596951,0.030106548219919205
25.0,0.03247289341147784,0.02986481413245201
26.0,0.03805052690658268,0.032219674438238144
27.0,0.03401640767825174,0.03043724223971367
28.0,0.032863510598602534,0.030004071071743965
29.0,0.03239371684881357,0.029658157378435135
30.0,0.03219329106242775,0.029661595821380615
31.0,0.032168025243003946,0.03854154795408249
32.0,0.03350370338411777,0.02960609644651413
33.0,0.032046732441573356,0.029545318335294724
34.0,0.03306869831918688,0.0296102836728096
35.0,0.032154393274910174,0.029313508421182632
36.0,0.0318024270134149,0.02900681644678116
37.0,0.03160810760212141,0.02917928621172905
38.0,0.03501291334588122,0.030843213200569153
39.0,0.03266107793488018,0.0295090451836586
40.0,0.03200903598341968,0.029034756124019623
41.0,0.03208456234494736,0.029465816915035248
42.0,0.031736261528599395,0.029280923306941986
43.0,0.03154919156292965,0.029106372967362404
44.0,0.0314816721193083,0.029167957603931427
45.0,0.03146982732341512,0.029085125774145126
46.0,0.03136369932934151,0.02900022082030773
47.0,0.03138131388350503,0.029687173664569855
48.0,0.0315872236758798,0.029073430225253105
49.0,0.031389404395288166,0.029027502983808517
50.0,0.03134271249707256,0.02904852293431759
