epoch,train_loss,val_loss
1.0,nan,0.03154239058494568
2.0,nan,0.02750616893172264
3.0,nan,0.025143980979919434
4.0,nan,0.026128672063350677
5.0,nan,0.024300191551446915
6.0,nan,0.024278422817587852
7.0,nan,0.02335946261882782
8.0,nan,0.025233177468180656
9.0,nan,0.02313056029379368
10.0,nan,0.023050138726830482
11.0,nan,0.02339627780020237
12.0,nan,0.024918818846344948
13.0,nan,0.023001570254564285
14.0,nan,0.19379226863384247
15.0,nan,0.09048185497522354
16.0,nan,0.07328968495130539
17.0,nan,0.06901447474956512
18.0,nan,0.066991426050663
19.0,nan,0.07237374782562256
20.0,nan,0.06793789565563202
21.0,nan,0.06764429807662964
22.0,nan,0.06416042149066925
23.0,nan,0.06495009362697601
24.0,nan,0.06168723106384277
25.0,nan,0.06073563173413277
26.0,nan,0.061208177357912064
27.0,nan,0.058271314948797226
28.0,nan,0.05938750505447388
29.0,nan,0.05916212499141693
30.0,nan,0.05854238197207451
31.0,nan,0.059795547276735306
32.0,nan,0.05898558348417282
33.0,nan,0.0582275465130806
34.0,nan,0.06327218562364578
35.0,nan,0.06530746817588806
36.0,nan,0.06368109583854675
37.0,nan,0.06812097132205963
38.0,nan,0.0624200738966465
39.0,nan,0.06131219118833542
40.0,nan,0.062034353613853455
41.0,nan,0.06297150254249573
42.0,nan,0.06330128759145737
43.0,nan,0.06172741949558258
44.0,nan,0.061768509447574615
45.0,nan,0.060118161141872406
46.0,nan,0.061079058796167374
47.0,nan,0.062076129019260406
48.0,nan,0.061732951551675797
49.0,nan,0.061021510511636734
50.0,nan,0.06129419803619385
