epoch,train_loss,val_loss
1.0,nan,0.03459593653678894
2.0,nan,0.027481116354465485
3.0,nan,0.026641150936484337
4.0,nan,0.025924231857061386
5.0,nan,0.02534405142068863
6.0,nan,0.02522091753780842
7.0,nan,0.024222083389759064
8.0,nan,0.10257422178983688
9.0,nan,0.11961501836776733
10.0,nan,0.06752265989780426
11.0,nan,0.06738117337226868
12.0,nan,0.0710611641407013
13.0,nan,0.06489528715610504
14.0,nan,0.07916399836540222
15.0,nan,0.06880168616771698
16.0,nan,0.06592962145805359
17.0,nan,0.06499779969453812
18.0,nan,0.06841744482517242
19.0,nan,0.06451117247343063
20.0,nan,0.062165871262550354
21.0,nan,0.06514735519886017
22.0,nan,0.06446367502212524
23.0,nan,0.07297417521476746
24.0,nan,0.10918283462524414
25.0,nan,0.08900441229343414
26.0,nan,0.06722848862409592
27.0,nan,0.07016332447528839
28.0,nan,0.07138228416442871
29.0,nan,0.06528584659099579
30.0,nan,0.08862139284610748
31.0,nan,0.08751395344734192
32.0,nan,0.07539863884449005
33.0,nan,0.10076883435249329
34.0,nan,0.11110597103834152
35.0,nan,0.08035370707511902
36.0,nan,0.07509638369083405
37.0,nan,0.07116475701332092
38.0,nan,0.07289566099643707
39.0,nan,0.08074244856834412
40.0,nan,0.07461962848901749
41.0,nan,0.06692317128181458
42.0,nan,0.06593778729438782
43.0,nan,0.06866374611854553
44.0,nan,0.0644199401140213
45.0,nan,0.06458670645952225
46.0,nan,0.06438498198986053
47.0,nan,0.06325048208236694
48.0,nan,0.06273012608289719
49.0,nan,0.062259212136268616
50.0,nan,0.061898257583379745
