epoch,train_loss,val_loss
1,0.6405796047765762,0.2653486132621765
2,0.22718847799114883,0.1910945177078247
3,0.18438674043864012,0.17153729498386383
4,0.17012641136534512,0.16071347892284393
5,0.16376433602999896,0.15664070844650269
6,0.15793338464573026,0.15541782975196838
7,0.15427907812409103,0.1480729579925537
8,0.15142582822591066,0.14598920941352844
9,0.14969139161985368,0.14216189086437225
10,0.1469874867470935,0.1422920972108841
11,0.14558127289637923,0.13869377970695496
12,0.1440618053311482,0.14169885218143463
13,0.14321026590187103,0.1376124620437622
14,0.14197920600418001,0.1381935477256775
15,0.14237766130827367,0.13907106220722198
16,0.14076939958613366,0.1329452395439148
17,0.13848437799606472,0.13597509264945984
18,0.13740831846371293,0.1313858926296234
19,0.13626967347227037,0.13254696130752563
20,0.13496253627818078,0.13067559897899628
21,0.13694613391999155,0.13383492827415466
22,0.13585713121574372,0.13164986670017242
23,0.13396567036397755,0.1291852742433548
24,0.1326262103393674,0.12803155183792114
25,0.13365072407759726,0.1306794136762619
26,0.13211961858905852,0.12824876606464386
27,0.13135976425837725,0.12683187425136566
28,0.13171790458727628,0.13614602386951447
29,0.1311061856104061,0.1255931407213211
30,0.1294165971921757,0.12969164550304413
31,0.1316437873756513,0.12656331062316895
32,0.1289906483143568,0.13100792467594147
33,0.12991961708758026,0.12526936829090118
34,0.12947269075084478,0.128490149974823
35,0.12866289145313203,0.12486974895000458
36,0.1283973172539845,0.12769348919391632
37,0.12916277709882706,0.12575262784957886
38,0.12789731146767735,0.12467547506093979
39,0.12869495037011802,0.12426988780498505
40,0.1274284974206239,0.12428798526525497
41,0.12762011494487524,0.12512291967868805
42,0.12719353765714914,0.12978346645832062
43,0.1273941519903019,0.12352698296308517
44,0.12612973793875426,0.12337005883455276
45,0.12652078154496849,0.12467411905527115
46,0.12620088562835008,0.12606020271778107
47,0.12601237033959478,0.12396348267793655
48,0.1260064571397379,0.1276317536830902
49,0.1264087437884882,0.12481153756380081
50,0.125410174485296,0.12219853699207306
51,0.12679258396383375,0.1238190233707428
52,0.12552846502512693,0.12395568937063217
53,0.12468508596066386,0.12347526848316193
54,0.12465846759732813,0.12365452200174332
55,0.12578231620136648,0.12447149306535721
56,0.12600423011463135,0.12115146219730377
57,0.12366645806469023,0.12242656946182251
58,0.12373828899580985,0.12347342818975449
59,0.12480662774760276,0.12332610040903091
60,0.12373616790864617,0.12485022842884064
61,0.1244377891998738,0.1265650987625122
62,0.12445822241716087,0.12277555465698242
63,0.12447447632439435,0.12585997581481934
64,0.12502993282396346,0.12327203154563904
65,0.12390806258190423,0.12166173756122589
66,0.12349179142620414,0.12401430308818817
67,0.1240410739555955,0.12383896112442017
68,0.12359907338395715,0.1237621083855629
